#car_type_id=2
50062493,24890528009504728,DR,beed13602b9b0e6ecb5b568ff5058f07,50072469
50062494,24890528026331200,DR,e995f98d56967d946471af29d7bf99f1,50072470
50062495,24890697191000129,DR,96da2f590cd7246bbde0051047b0d6f7,50072471
50062496,24890697207777346,DR,5f2c22cb4a5380af7ca75622a6426917,50072472
50062497,24890697224505305,DR,577ef1154f3240ad5b9b413aa7346a1e,50072473
#car_type_id=3
50062452,24872083004016527,DR,cfee398643cbc3dc5eefc89334cacdc1,50072416
50062451,24872083020793744,DR,500e75a036dc2d7d2fec5da1b71d36cc,50072415
50062450,24872083037570961,DR,a8baa56554f96369ab93e4f3bb068c22,50072414
50062449,24872083054348178,DR,08c5433a60135c32e34f46a71175850c,50072413
50062448,24872083071174661,DR,17d63b1625c816c22647a73e1482372b,50072412
#50061749,24804929277739820,DR,cffea011f7a368666974705b0c4053c0,50071926
#car_type_id=37
50062498,24890699942414298,DR,1ecfb463472ec9115b10c292ef8bc986,50072474
50062499,24890699942414299,DR,2823f4797102ce1a1aec05359cc16dd9,50072475
50062500,24890699959240771,DR,d645920e395fedad7bbbed0eca3fe2e0,50072476
50062501,24890699975968732,DR,eddea82ad2755b24c4e168c5fc2ebd40,50072477
50062502,24890699975968733,DR,5487315b1286f907165907aa8fc96619,50072478
